Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt +/-,On-Off +/-,BadPass,LostBall,Shoot Foul Commit,Shoot Foul Drawn,Off Foul Commit,Off Foul Drawn,PGA,And1,Blkd,Avg Dist on Shot,0-3 FGA,0-3 FG%,3-10 FGA,3-10 FG%,10-16 FGA,10-16 FG%,16-3P FGA,16-3P FG%,Player Key,All NBA 1st,All NBA 2nd,All NBA 3rd,All NBA,All NBA 1st2,All NBA 2nd2,All NBA 3rd2,All NBA Prev
Meyers Leonard,C,27.0,MIA,51.0,49.0,20.3,2.3,4.6,0.509,1.0,2.5,0.414,1.3,2.1,0.623,0.4,0.5,0.643,0.6,4.5,5.1,1.1,0.3,0.3,0.8,2.1,6.1,114.0,110.0,2020,10.6,0.627,0.547,0.12,3.4,24.0,14.1,7.6,0.7,1.4,13.7,12.2,0.9,1.2,2.1,0.096,-1.3,0.4,-0.9,0.3,0.0,0.0,0.0,0.0,1.0,4.4,2.1,17.0,6.0,67.0,15.0,9.0,7.0,135.0,8.0,10.0,16.3,0.235,0.818,0.141,0.515,0.06,0.143,0.017,0.5,Meyers Leonard2020,0,0,0,0,0,0,0,0
Caris LeVert,SG,25.0,BRK,45.0,31.0,29.6,6.9,16.3,0.425,1.8,4.9,0.364,5.1,11.4,0.451,3.1,4.4,0.711,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8,18.7,102.0,110.0,2020,16.1,0.514,0.301,0.269,3.9,10.7,7.4,25.0,1.9,0.6,12.6,29.5,0.1,1.4,1.5,0.055,0.6,-0.9,-0.3,0.5,0.04,0.73,0.22,0.0,0.0,0.1,1.2,58.0,33.0,35.0,90.0,8.0,12.0,480.0,27.0,41.0,12.5,0.239,0.606,0.253,0.341,0.16,0.427,0.048,0.343,Caris LeVert2020,0,0,0,0,0,0,0,0
Damian Lillard,PG,29.0,POR,66.0,66.0,37.5,9.5,20.4,0.463,4.1,10.2,0.401,5.4,10.2,0.524,7.0,7.8,0.888,0.5,3.8,4.3,8.0,1.1,0.3,2.9,1.7,30.0,126.0,117.0,2020,26.9,0.627,0.5,0.384,1.4,10.5,6.0,34.4,1.3,0.8,11.0,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9,1.0,0.0,0.0,0.0,0.0,1.7,8.7,134.0,38.0,51.0,166.0,9.0,23.0,1266.0,41.0,85.0,16.8,0.295,0.618,0.079,0.311,0.062,0.405,0.064,0.471,Damian Lillard2020,0,0,0,0,0,1,0,1
Nassir Little,PF,19.0,POR,48.0,5.0,11.9,1.4,3.1,0.43,0.3,1.2,0.237,1.1,1.9,0.554,0.6,0.9,0.636,0.6,1.6,2.3,0.5,0.3,0.3,0.3,1.5,3.6,108.0,116.0,2020,9.6,0.505,0.391,0.291,5.7,13.9,9.9,5.0,1.1,2.1,8.1,13.7,0.3,0.3,0.6,0.047,-2.9,-0.6,-3.5,-0.2,0.0,0.05,0.27,0.67,0.01,-3.1,-2.5,8.0,2.0,47.0,20.0,3.0,2.0,55.0,6.0,12.0,11.6,0.397,0.667,0.166,0.4,0.033,0.2,0.013,0.0,Nassir Little2020,0,0,0,0,0,0,0,0
Kevon Looney,C,23.0,GSW,20.0,4.0,13.1,1.5,4.0,0.367,0.1,0.7,0.071,1.4,3.3,0.431,0.5,0.6,0.75,1.4,1.9,3.3,1.0,0.6,0.3,0.6,1.7,3.4,94.0,112.0,2020,9.4,0.403,0.177,0.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0.0,0.006,-4.8,-0.8,-5.6,-0.2,0.0,0.0,0.0,0.12,0.88,-18.2,-10.3,4.0,1.0,15.0,9.0,5.0,0.0,47.0,6.0,6.0,9.8,0.38,0.7,0.253,0.2,0.063,0.4,0.127,0.1,Kevon Looney2020,0,0,0,0,0,0,0,0
Brook Lopez,C,31.0,MIL,68.0,67.0,26.7,4.3,9.9,0.435,1.5,4.8,0.314,2.8,5.1,0.549,1.9,2.2,0.836,0.9,3.7,4.6,1.5,0.7,2.4,1.0,2.4,12.0,109.0,100.0,2020,15.0,0.551,0.484,0.227,3.4,13.0,8.5,7.4,1.2,7.9,8.7,18.3,1.4,4.1,5.5,0.145,-0.4,2.5,2.0,1.9,0.0,0.0,0.0,0.0,1.0,12.4,4.9,24.0,7.0,106.0,77.0,21.0,3.0,249.0,17.0,22.0,15.6,0.227,0.697,0.183,0.423,0.091,0.459,0.015,0.4,Brook Lopez2020,0,0,0,0,0,0,0,0
Robin Lopez,C,31.0,MIL,66.0,5.0,14.5,2.2,4.5,0.492,0.5,1.6,0.333,1.7,2.9,0.577,0.4,0.8,0.528,0.8,1.6,2.4,0.7,0.2,0.7,1.0,1.5,5.4,101.0,105.0,2020,10.2,0.554,0.351,0.177,6.2,10.2,8.3,6.3,0.5,4.1,16.4,16.6,-0.1,1.6,1.5,0.077,-3.0,0.4,-2.6,-0.2,0.0,0.0,0.0,0.0,1.0,2.7,-10.0,10.0,12.0,55.0,23.0,25.0,5.0,114.0,7.0,9.0,11.8,0.254,0.684,0.351,0.486,0.037,0.636,0.007,1.0,Robin Lopez2020,0,0,0,0,0,0,0,0
Kevin Love,PF,31.0,CLE,56.0,56.0,31.8,5.8,13.0,0.45,2.6,7.0,0.374,3.2,6.0,0.537,3.3,3.9,0.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6,112.0,113.0,2020,17.9,0.599,0.536,0.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.5,1.3,3.8,0.101,2.6,-0.5,2.0,1.8,0.0,0.0,0.04,0.92,0.04,-8.8,-1.8,88.0,28.0,53.0,81.0,7.0,14.0,415.0,10.0,29.0,18.3,0.133,0.66,0.116,0.393,0.111,0.605,0.103,0.467,Kevin Love2020,0,0,0,0,0,0,0,0
Kyle Lowry,PG,33.0,TOR,58.0,58.0,36.2,5.8,13.8,0.416,2.8,8.0,0.352,2.9,5.8,0.504,5.1,5.9,0.857,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3,19.4,116.0,106.0,2020,17.7,0.59,0.58,0.427,1.6,12.8,7.3,30.6,1.9,1.2,15.7,23.1,4.2,3.3,7.5,0.171,2.2,1.0,3.2,2.8,1.0,0.0,0.0,0.0,0.0,6.5,-0.5,112.0,32.0,81.0,119.0,17.0,52.0,997.0,21.0,46.0,18.2,0.213,0.643,0.093,0.347,0.044,0.4,0.07,0.357,Kyle Lowry2020,0,0,0,0,0,0,0,0
Timothé Luwawu-Cabarrot,SF,24.0,BRK,47.0,2.0,18.1,2.5,5.7,0.435,1.3,3.4,0.388,1.2,2.3,0.505,1.5,1.7,0.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,114.0,112.0,2020,11.0,0.599,0.595,0.301,3.6,11.6,7.7,4.9,1.0,0.7,10.8,16.8,0.9,0.7,1.7,0.095,-1.8,-0.5,-2.2,-0.1,0.01,0.38,0.56,0.05,0.0,-1.7,-1.4,16.0,13.0,43.0,34.0,7.0,7.0,67.0,5.0,24.0,16.4,0.279,0.587,0.082,0.273,0.022,0.333,0.022,0.5,Timothé Luwawu-Cabarrot2020,0,0,0,0,0,0,0,0
Trey Lyles,PF,24.0,SAS,63.0,53.0,20.2,2.4,5.4,0.446,1.0,2.7,0.387,1.4,2.8,0.503,0.5,0.7,0.733,1.1,4.6,5.7,1.1,0.4,0.4,0.6,1.6,6.4,113.0,113.0,2020,12.6,0.557,0.49,0.131,6.0,24.6,15.3,7.2,1.1,1.9,9.7,13.6,1.2,1.0,2.2,0.083,-0.5,-0.7,-1.2,0.3,0.0,0.0,0.0,0.84,0.16,-2.0,-1.3,27.0,6.0,60.0,22.0,3.0,3.0,158.0,6.0,17.0,15.4,0.265,0.637,0.108,0.27,0.07,0.542,0.067,0.304,Trey Lyles2020,0,0,0,0,0,0,0,0
Daryl Macon,PG,24.0,MIA,4.0,0.0,3.5,0.3,0.8,0.333,0.3,0.5,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8,65.0,118.0,2020,-3.1,0.5,0.667,0.0,0.0,0.0,0.0,9.7,0.0,0.0,40.0,15.7,0.0,0.0,0.0,-0.161,-7.0,-4.4,-11.4,0.0,0.76,0.24,0.0,0.0,0.0,5.6,2.7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,Daryl Macon2020,0,0,0,0,0,0,0,0
J.P. Macura,SG,24.0,CLE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,-5.2,-1.2,-6.4,0.0,0.0,1.0,0.0,0.0,0.0,300.0,308.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.P. Macura2020,0,0,0,0,0,0,0,0
Josh Magette,PG,30.0,ORL,8.0,0.0,4.8,0.6,1.9,0.333,0.1,0.5,0.25,0.5,1.4,0.364,0.1,0.3,0.5,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,71.0,105.0,2020,5.1,0.378,0.267,0.133,2.7,14.6,8.5,19.2,3.8,2.4,23.9,23.7,-0.2,0.1,-0.1,-0.127,-7.9,1.6,-6.2,0.0,1.0,0.0,0.0,0.0,0.0,-1.1,-0.1,5.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,15.0,0.067,1.0,0.267,0.5,0.2,0.333,0.2,0.0,Josh Magette2020,0,0,0,0,0,0,0,0
Ian Mahinmi,C,33.0,WAS,38.0,35.0,21.3,2.7,5.5,0.495,0.1,0.7,0.192,2.6,4.8,0.538,1.8,3.0,0.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3.0,7.4,110.0,112.0,2020,14.2,0.545,0.124,0.538,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,0.7,0.7,1.4,0.083,-2.8,0.0,-2.7,-0.2,0.0,0.0,0.0,0.0,1.0,-4.7,-0.2,11.0,13.0,60.0,53.0,11.0,9.0,113.0,15.0,21.0,6.7,0.481,0.683,0.352,0.351,0.029,0.333,0.014,0.667,Ian Mahinmi2020,0,0,0,0,0,0,0,0
Thon Maker,C,22.0,DET,60.0,14.0,12.9,1.6,3.2,0.482,0.4,1.1,0.344,1.2,2.2,0.55,1.2,1.8,0.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7,111.0,110.0,2020,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1,0.0,0.0,0.0,0.11,0.89,-9.3,-6.8,22.0,10.0,64.0,47.0,8.0,3.0,107.0,10.0,13.0,12.0,0.332,0.734,0.223,0.349,0.057,0.455,0.057,0.364,Thon Maker2020,0,0,0,0,0,0,0,0
Terance Mann,SF,23.0,LAC,41.0,6.0,8.8,0.9,1.9,0.468,0.2,0.5,0.35,0.7,1.4,0.508,0.4,0.7,0.667,0.2,1.1,1.3,1.3,0.3,0.1,0.4,1.1,2.4,114.0,109.0,2020,10.6,0.545,0.253,0.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,0.4,0.4,0.8,0.106,-2.8,1.2,-1.6,0.0,0.04,0.42,0.53,0.01,0.0,1.3,-5.8,12.0,2.0,18.0,14.0,3.0,2.0,135.0,3.0,7.0,10.0,0.367,0.69,0.228,0.389,0.127,0.3,0.025,0.0,Terance Mann2020,0,0,0,0,0,0,0,0
Boban Marjanović,C,31.0,DAL,44.0,5.0,9.6,2.8,4.8,0.573,0.1,0.4,0.235,2.7,4.4,0.603,1.0,1.3,0.754,1.5,3.0,4.5,0.5,0.2,0.2,0.7,1.3,6.6,120.0,108.0,2020,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3,0.0,0.0,0.0,0.0,1.0,6.0,1.3,10.0,9.0,23.0,29.0,8.0,1.0,44.0,9.0,15.0,7.0,0.455,0.833,0.318,0.388,0.1,0.333,0.047,0.4,Boban Marjanović2020,0,0,0,0,0,0,0,0
Lauri Markkanen,PF,22.0,CHI,50.0,50.0,29.8,5.0,11.8,0.425,2.2,6.3,0.344,2.8,5.5,0.518,2.5,3.1,0.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,108.0,110.0,2020,14.3,0.56,0.536,0.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,1.0,1.6,2.6,0.084,0.2,-0.8,-0.6,0.5,0.0,0.0,0.0,0.78,0.22,-3.0,0.7,36.0,26.0,56.0,67.0,11.0,8.0,181.0,10.0,39.0,15.5,0.274,0.648,0.149,0.341,0.027,0.313,0.014,0.25,Lauri Markkanen2020,0,0,0,0,0,0,0,0
Caleb Martin,SF,24.0,CHO,18.0,1.0,17.6,2.1,4.7,0.44,1.1,2.1,0.541,0.9,2.6,0.362,0.9,1.2,0.81,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,113.0,113.0,2020,12.0,0.595,0.44,0.25,3.3,10.0,6.5,11.1,1.9,2.0,13.9,15.0,0.3,0.2,0.5,0.081,-1.6,0.6,-1.0,0.1,0.05,0.73,0.23,0.0,0.0,-0.2,7.7,9.0,2.0,15.0,10.0,1.0,8.0,56.0,1.0,3.0,14.4,0.393,0.424,0.06,0.2,0.0,0.0,0.107,0.222,Caleb Martin2020,0,0,0,0,0,0,0,0
Cody Martin,SF,24.0,CHO,48.0,3.0,18.8,1.9,4.3,0.43,0.4,1.6,0.234,1.5,2.7,0.546,0.9,1.4,0.646,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0,104.0,112.0,2020,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1.0,0.052,-3.1,1.0,-2.2,0.0,0.01,0.26,0.71,0.03,0.0,-2.8,6.1,21.0,13.0,33.0,32.0,5.0,31.0,231.0,9.0,10.0,12.0,0.44,0.681,0.101,0.238,0.019,0.0,0.068,0.286,Cody Martin2020,0,0,0,0,0,0,0,0
Jeremiah Martin,PG,23.0,BRK,9.0,0.0,11.0,2.7,5.9,0.453,0.6,2.0,0.278,2.1,3.9,0.543,1.2,1.6,0.786,0.1,1.0,1.1,2.0,0.8,0.2,0.4,0.8,7.1,116.0,107.0,2020,21.8,0.541,0.34,0.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.176,1.5,1.7,3.2,0.1,0.7,0.3,0.0,0.0,0.0,-7.5,-7.1,2.0,2.0,4.0,6.0,0.0,6.0,45.0,0.0,4.0,12.8,0.34,0.722,0.17,0.444,0.094,0.4,0.057,0.0,Jeremiah Martin2020,0,0,0,0,0,0,0,0
Kelan Martin,SF,24.0,MIN,31.0,4.0,16.0,2.3,5.8,0.392,0.8,3.1,0.26,1.5,2.7,0.541,1.0,1.0,0.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,1.6,6.4,100.0,114.0,2020,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1.0,-4.3,-0.3,0.0,0.12,0.66,0.22,0.0,-2.3,2.7,3.0,5.0,32.0,14.0,2.0,2.0,59.0,4.0,3.0,16.5,0.182,0.727,0.16,0.414,0.088,0.625,0.039,0.0,Kelan Martin2020,0,0,0,0,0,0,0,0
Frank Mason III,PG,25.0,MIL,9.0,0.0,13.1,2.6,5.7,0.451,0.7,2.3,0.286,1.9,3.3,0.567,1.1,1.9,0.588,0.6,1.6,2.1,3.2,0.6,0.1,1.2,1.2,6.9,110.0,104.0,2020,16.9,0.53,0.412,0.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,0.1,0.2,0.4,0.143,-0.6,0.6,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.2,-9.1,4.0,5.0,5.0,8.0,1.0,0.0,73.0,1.0,5.0,14.2,0.275,0.643,0.196,0.4,0.039,1.0,0.078,0.5,Frank Mason III2020,0,0,0,0,0,0,0,0
Garrison Mathews,SG,23.0,WAS,18.0,0.0,12.6,1.3,3.1,0.429,1.1,2.6,0.413,0.3,0.6,0.5,1.7,1.9,0.912,0.3,1.0,1.3,0.6,0.4,0.1,0.4,1.8,5.4,133.0,118.0,2020,13.1,0.691,0.821,0.607,2.8,9.0,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1,0.06,0.43,0.48,0.03,0.0,7.5,12.9,4.0,0.0,14.0,13.0,2.0,8.0,27.0,2.0,4.0,23.7,0.018,1.0,0.054,0.333,0.054,0.333,0.054,0.667,Garrison Mathews2020,0,0,0,0,0,0,0,0
Wesley Matthews,SG,33.0,MIL,67.0,67.0,24.4,2.5,6.3,0.396,1.6,4.4,0.364,0.9,1.9,0.472,0.8,1.0,0.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,109.0,107.0,2020,8.1,0.547,0.704,0.161,1.4,8.2,5.0,7.1,1.1,0.5,8.7,12.5,0.8,2.4,3.2,0.093,-2.6,0.7,-1.8,0.1,0.03,0.75,0.22,0.0,0.0,13.1,5.8,20.0,16.0,36.0,27.0,3.0,28.0,222.0,4.0,19.0,19.9,0.13,0.691,0.081,0.235,0.052,0.409,0.033,0.286,Wesley Matthews2020,0,0,0,0,0,0,0,0
Luc Mbah a Moute,PF,33.0,HOU,3.0,0.0,8.3,0.7,1.7,0.4,0.0,0.7,0.0,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,1.7,82.0,110.0,2020,6.4,0.425,0.4,0.4,4.2,4.2,4.2,0.0,3.7,0.0,14.5,11.4,0.0,0.0,0.0,-0.008,-5.2,-2.2,-7.4,0.0,0.0,0.0,0.0,1.0,0.0,-11.7,-14.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.2,0.6,0.667,0.0,0.0,0.0,0.0,0.0,0.0,Luc Mbah a Moute2020,0,0,0,0,0,0,0,0
Patrick McCaw,SF,24.0,TOR,37.0,12.0,24.5,1.8,4.4,0.414,0.6,1.9,0.324,1.2,2.5,0.484,0.4,0.5,0.722,0.5,1.8,2.3,2.1,1.1,0.1,0.8,1.6,4.6,105.0,108.0,2020,7.3,0.5,0.438,0.111,2.3,7.6,5.0,11.5,2.0,0.4,14.6,9.4,0.2,1.2,1.4,0.075,-3.6,1.8,-1.8,0.0,0.0,0.24,0.7,0.06,0.0,0.9,-7.8,11.0,11.0,32.0,10.0,2.0,1.0,194.0,2.0,8.0,13.7,0.315,0.549,0.142,0.348,0.062,0.4,0.043,0.571,Patrick McCaw2020,0,0,0,0,0,0,0,0
CJ McCollum,SG,28.0,POR,70.0,70.0,36.5,8.7,19.4,0.451,2.8,7.3,0.379,6.0,12.1,0.494,2.0,2.6,0.757,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6,22.2,111.0,118.0,2020,17.0,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,0.12,0.81,0.06,0.0,0.0,0.5,4.8,61.0,38.0,85.0,80.0,16.0,6.0,742.0,19.0,59.0,15.5,0.172,0.597,0.161,0.381,0.15,0.49,0.139,0.503,CJ McCollum2020,0,0,0,0,0,0,0,0
T.J. McConnell,PG,27.0,IND,71.0,3.0,18.7,3.0,5.8,0.516,0.1,0.2,0.294,2.9,5.5,0.525,0.5,0.6,0.833,0.5,2.1,2.7,5.0,0.8,0.2,1.4,1.0,6.5,112.0,109.0,2020,16.5,0.54,0.041,0.102,3.2,12.4,7.8,37.6,2.0,0.7,18.9,17.5,1.7,1.7,3.3,0.121,0.1,0.4,0.5,0.8,0.61,0.39,0.0,0.0,0.0,2.6,0.5,47.0,30.0,32.0,20.0,4.0,20.0,850.0,8.0,23.0,8.7,0.326,0.604,0.243,0.57,0.282,0.483,0.107,0.295,T.J. McConnell2020,0,0,0,0,0,0,0,0
Jalen McDaniels,SF,22.0,CHO,16.0,0.0,18.3,2.1,4.4,0.471,0.6,1.5,0.375,1.5,2.9,0.522,0.9,1.1,0.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,112.0,113.0,2020,10.7,0.574,0.343,0.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,0.2,0.2,0.5,0.078,-3.4,0.1,-3.3,-0.1,0.0,0.0,0.0,0.81,0.19,-4.2,3.2,9.0,1.0,20.0,9.0,1.0,6.0,32.0,3.0,3.0,11.6,0.357,0.6,0.214,0.4,0.071,0.4,0.014,1.0,Jalen McDaniels2020,0,0,0,0,0,0,0,0
Doug McDermott,PF,28.0,IND,69.0,0.0,19.9,3.9,7.9,0.488,1.9,4.3,0.435,2.0,3.7,0.549,0.7,0.8,0.828,0.4,2.1,2.5,1.1,0.2,0.1,0.6,1.7,10.3,117.0,113.0,2020,14.4,0.62,0.537,0.106,2.1,11.7,7.0,8.4,0.4,0.3,6.8,19.6,2.3,1.1,3.3,0.117,1.4,-1.3,0.0,0.7,0.0,0.0,0.12,0.84,0.05,3.8,2.5,18.0,7.0,63.0,28.0,9.0,7.0,169.0,12.0,37.0,16.8,0.258,0.681,0.086,0.511,0.038,0.286,0.08,0.295,Doug McDermott2020,0,0,0,0,0,0,0,0
JaVale McGee,C,32.0,LAL,68.0,68.0,16.6,2.9,4.5,0.637,0.0,0.1,0.5,2.8,4.4,0.64,0.8,1.2,0.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6,124.0,101.0,2020,19.4,0.652,0.02,0.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,2.2,2.4,4.7,0.198,-0.6,2.1,1.5,1.0,0.0,0.0,0.0,0.0,1.0,5.7,-0.1,19.0,11.0,74.0,42.0,13.0,1.0,83.0,12.0,19.0,3.6,0.686,0.743,0.239,0.384,0.049,0.467,0.007,0.5,JaVale McGee2020,0,0,0,0,0,0,0,0
Rodney McGruder,SG,28.0,LAC,56.0,4.0,15.6,1.3,3.2,0.398,0.4,1.6,0.27,0.9,1.6,0.522,0.3,0.6,0.559,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,100.0,109.0,2020,6.7,0.477,0.492,0.188,3.6,14.2,9.0,5.3,1.4,0.8,10.9,10.6,-0.1,1.1,1.0,0.055,-3.7,0.8,-3.0,-0.2,0.1,0.42,0.47,0.01,0.0,1.4,-6.8,14.0,5.0,36.0,16.0,1.0,11.0,92.0,4.0,17.0,14.8,0.204,0.676,0.232,0.429,0.066,0.417,0.006,0.0,Rodney McGruder2020,0,0,0,0,0,0,0,0
Alfonzo McKinnie,SF,27.0,CLE,40.0,1.0,14.8,1.8,4.3,0.427,0.4,1.6,0.215,1.5,2.7,0.557,0.6,0.8,0.71,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6,99.0,115.0,2020,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,0.0,0.07,0.65,0.29,0.0,-6.6,1.7,7.0,5.0,29.0,13.0,6.0,4.0,36.0,2.0,14.0,12.2,0.363,0.694,0.181,0.387,0.041,0.571,0.035,0.0,Alfonzo McKinnie2020,0,0,0,0,0,0,0,0
Jordan McLaughlin,PG,23.0,MIN,30.0,2.0,19.7,2.9,5.9,0.489,1.0,2.5,0.382,1.9,3.4,0.569,0.9,1.3,0.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,121.0,113.0,2020,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0.0,0.3,0.3,0.99,0.01,0.0,0.0,0.0,-7.1,-3.1,20.0,7.0,17.0,16.0,2.0,5.0,306.0,7.0,16.0,13.4,0.365,0.646,0.185,0.394,0.017,1.0,0.006,0.0,Jordan McLaughlin2020,0,0,0,0,0,0,0,0
Ben McLemore,SF,26.0,HOU,71.0,23.0,22.8,3.4,7.7,0.444,2.5,6.4,0.4,0.9,1.3,0.656,0.7,0.9,0.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,118.0,113.0,2020,11.8,0.622,0.829,0.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,2.2,1.1,3.3,0.099,0.0,-0.6,-0.5,0.6,0.47,0.52,0.01,0.0,0.0,5.3,4.4,22.0,10.0,79.0,26.0,9.0,8.0,155.0,3.0,21.0,21.5,0.136,0.743,0.031,0.235,0.004,1.0,0.0,0.0,Ben McLemore2020,0,0,0,0,0,0,0,0
Jordan McRae,SG,28.0,TOT,37.0,4.0,21.2,4.0,9.9,0.407,1.2,3.4,0.357,2.8,6.5,0.433,2.2,2.9,0.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5,105.0,116.0,2020,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,0.4,0.4,0.7,0.044,0.0,-1.5,-1.5,0.1,0.02,0.56,0.41,0.01,0.0,-4.3,-2.4,19.0,16.0,34.0,42.0,3.0,7.0,223.0,9.0,23.0,15.0,0.194,0.62,0.169,0.355,0.148,0.333,0.145,0.377,Jordan McRae2020,0,0,0,0,0,0,0,0
Nicolò Melli,C,29.0,NOP,60.0,8.0,17.4,2.3,5.4,0.421,1.2,3.4,0.335,1.1,2.0,0.573,0.9,1.2,0.74,0.6,2.4,3.0,1.4,0.6,0.4,0.8,2.1,6.6,111.0,112.0,2020,11.4,0.556,0.638,0.226,3.9,14.5,9.2,10.5,1.5,1.8,11.5,15.7,0.9,0.9,1.8,0.082,-1.5,0.2,-1.3,0.2,0.0,0.0,0.0,0.43,0.57,-4.6,-4.6,18.0,12.0,72.0,23.0,5.0,12.0,207.0,6.0,7.0,19.2,0.152,0.755,0.099,0.406,0.065,0.476,0.046,0.467,Nicolò Melli2020,0,0,0,0,0,0,0,0
De'Anthony Melton,PG,21.0,MEM,60.0,8.0,19.5,2.7,6.7,0.401,0.7,2.3,0.286,2.0,4.4,0.464,1.6,2.0,0.769,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,7.6,102.0,107.0,2020,13.5,0.501,0.349,0.302,4.0,15.7,9.9,20.1,3.1,1.5,15.6,19.2,0.1,1.7,1.7,0.072,-2.2,2.0,-0.2,0.5,0.2,0.79,0.01,0.0,0.0,5.4,9.2,47.0,21.0,51.0,36.0,2.0,14.0,403.0,8.0,24.0,13.9,0.274,0.627,0.177,0.394,0.077,0.323,0.122,0.286,De'Anthony Melton2020,0,0,0,0,0,0,0,0
